ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YIELD,BLIGHT,BORER,BORER1,BORER2,BORER3,BORER4,CURV,DY_POLL,DY_SK,E_ASP,E_HARV,E_HT,E_ROT,ELDANA,GR_MAIZE,HELM,HUSK,INST,MUSSIDIA,STREAK,NITR_RAT,P_ASP,P_HARV,PL_HT,RL,RL_RAT,RLPER,RUST,SESAMIA,SL,SL_RAT,SLPER,E_DAM_RAT,COB_DAM_CO,MOIST,ASI,EAR_DAM_RAT,EAR_DAM_CO,LEAF_FEED,COB_DAM_RT,DEAD_HEART,SB_DAM_RAT,BORER_DM_RAT,EASPIN,EHARVIN,EHTIN,FWTIN,FWTUN,HUSKIN,LEAFFEED,LFEED2,PASPIN,PHARVIN,PLHTIN,PLST,PLSTIN,RLIN,SBDAMRAT,SLIN,STEMTUNNEL,YIELDIN1,YIELDIN2,YIELDUN2,DYSKIN,EARDAMIN,EROTIN,MOISTIN
64,International Hybrid Maize Trial (White),K9001IK4,7,8705-6,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4185.6,3.00,4.00,,,,,5.25,,50.50,4.50,,,5.25,,,,5.00,,,,,3.50,37.25,,,4.75,,5.25,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,International Hybrid Maize Trial (White),K9001IK4,8,IKENNE 83 TZSR W-1,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4645.2,2.50,2.50,,,,,4.00,,54.00,4.25,,,5.25,,,,5.00,,,,,5.25,39.00,,,4.75,,3.00,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,International Hybrid Maize Trial (White),K9001IK4,9,LOCAL CHECK 1,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4096.4,2.25,3.25,,,,,4.50,,55.00,5.75,,,5.50,,,,6.50,,,,,4.75,37.75,,,5.75,,3.50,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,International Hybrid Maize Trial (White),K9001IK4,10,LOCAL CHECK 2,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4194.3,2.50,3.00,,,,,4.50,,54.50,4.00,,,5.25,,,,5.50,,,,,5.00,35.75,,,4.00,,3.00,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,International Hybrid Maize Trial (White),K9001IKB,1,8321-18,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2982.3,,5.50,,,,,8.00,,56.00,3.75,26.00,202.50,3.50,,,,3.50,,,,,6.50,31.50,98.75,,2.00,,7.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,International Hybrid Maize Trial (White),K9001IKB,2,8321-21,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2448.9,,5.50,,,,,7.50,,55.50,4.25,19.75,192.50,4.00,,,,3.75,,,,,7.00,27.00,95.00,,1.50,,6.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,International Hybrid Maize Trial (White),K9001IKB,3,8428-19,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2982.3,,5.25,,,,,7.50,,54.75,3.00,21.75,188.75,3.25,,,,4.00,,,,,5.00,24.00,97.50,,2.25,,6.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,International Hybrid Maize Trial (White),K9001IKB,4,8516-12,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,3055.0,,4.50,,,,,7.25,,56.00,4.00,24.00,223.75,4.00,,,,3.75,,,,,6.50,29.00,108.75,,3.25,,6.75,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,International Hybrid Maize Trial (White),K9001IKB,5,8505-5,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2958.0,,6.00,,,,,7.00,,54.75,4.50,26.00,203.75,4.25,,,,4.25,,,,,6.50,34.25,96.25,,2.00,,6.50,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,International Hybrid Maize Trial (White),K9001IKB,6,8705-4,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,3055.0,,5.75,,,,,7.00,,55.75,3.50,26.25,206.25,4.50,,,,4.25,,,,,5.25,32.25,102.50,,1.25,,6.25,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,International Hybrid Maize Trial (White),K9001IKB,7,8705-6,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2691.3,,5.00,,,,,6.75,,57.25,4.75,22.25,190.00,4.75,,,,4.00,,,,,6.25,32.50,100.00,,1.25,,7.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,International Hybrid Maize Trial (White),K9001IKB,8,IKENNE 83 TZSR W-1,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2376.1,,7.00,,,,,6.25,,57.75,5.00,20.50,213.75,3.25,,,,3.75,,,,,6.25,30.50,111.25,,2.25,,6.25,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,International Hybrid Maize Trial (White),K9001IKB,9,LOCAL CHECK 1,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2067.0,,5.08,,,,,6.25,,62.11,7.42,21.59,206.94,5.50,,,,3.61,,,,,6.67,30.83,117.50,,0.67,,5.25,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,International Hybrid Maize Trial (White),K9001IKB,10,LOCAL CHECK 2,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2545.9,,4.75,,,,,4.50,,60.25,6.00,25.25,203.75,4.50,,,,3.25,,,,,5.75,33.50,107.50,,1.25,,5.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,International Hybrid Maize Trial (Yellow),K9002IKB,1,8329-15,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2473.1,,5.75,,,,,6.25,,56.00,3.75,22.50,88.75,3.00,,,,3.75,,,,,7.00,28.50,180.00,,1.25,,6.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,International Hybrid Maize Trial (Yellow),K9002IKB,2,8522-2,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,3443.0,,5.25,,,,,7.00,,57.50,3.25,27.25,113.75,3.50,,,,3.00,,,,,6.75,31.25,220.00,,1.50,,5.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,International Hybrid Maize Trial (Yellow),K9002IKB,3,8644-27,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2254.9,,6.00,,,,,3.50,,56.75,4.75,22.25,105.00,4.75,,,,3.50,,,,,7.00,30.50,198.75,,1.75,,5.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,International Hybrid Maize Trial (Yellow),K9002IKB,4,8644-31,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2958.0,,5.50,,,,,3.50,,56.00,4.00,26.25,93.75,4.50,,,,3.75,,,,,6.00,30.25,182.50,,1.50,,5.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,International Hybrid Maize Trial (Yellow),K9002IKB,5,8644-32,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2667.1,,6.75,,,,,4.00,,55.50,5.00,25.50,107.50,4.50,,,,3.75,,,,,6.50,30.75,206.25,,1.75,,5.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,International Hybrid Maize Trial (Yellow),K9002IKB,6,ACR 85 TZSR Y-1,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2206.4,,7.25,,,,,5.75,,56.25,6.75,24.50,88.75,6.50,,,,5.75,,,,,7.75,33.00,195.00,,2.25,,7.00,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,International Hybrid Maize Trial (Yellow),K9002IKB,7,LOCAL CHECK 1,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,1551.8,,7.50,,,,,7.00,,62.25,8.00,21.75,141.25,5.25,,,,3.00,,,,,6.50,30.75,235.00,,2.00,,6.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,International Hybrid Maize Trial (Yellow),K9002IKB,8,LOCAL CHECK 2,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2376.1,,6.25,,,,,5.00,,59.00,5.75,23.00,101.25,4.25,,,,4.00,,,,,6.75,26.00,202.50,,1.50,,4.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,International Mid-Alt Hybrid Maize Trial (White),KM9001IK,1,8535-23,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,3079.3,,5.25,,,,,3.00,,57.00,3.00,26.25,135.00,2.75,,,,2.50,,,,,6.00,33.75,236.25,,1.50,,3.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,International Mid-Alt Hybrid Maize Trial (White),KM9001IK,2,8537-18,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2327.6,,7.00,,,,,4.25,,57.50,5.00,25.25,120.00,5.25,,,,4.00,,,,,6.50,28.75,235.00,,2.00,,4.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,International Mid-Alt Hybrid Maize Trial (White),KM9001IK,3,8556-6,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2618.6,,6.75,,,,,5.25,,58.25,6.25,18.00,117.50,5.00,,,,4.50,,,,,7.50,28.75,237.50,,2.00,,6.50,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,International Mid-Alt Hybrid Maize Trial (White),KM9001IK,4,8754-11,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2594.4,,7.25,,,,,7.00,,53.25,6.25,21.25,90.00,6.25,,,,3.25,,,,,6.50,30.00,195.00,,1.00,,7.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,International Mid-Alt Hybrid Maize Trial (White),KM9001IK,5,ACR 87 TZMSR W,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,1697.2,,8.00,,,,,5.25,,58.50,7.25,18.25,123.75,7.50,,,,4.75,,,,,7.00,28.00,231.25,,2.00,,5.75,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,International Mid-Alt Hybrid Maize Trial (White),KM9001IK,6,CHECK 1,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2788.3,,6.25,,,,,4.50,,61.75,6.00,25.75,131.25,5.00,,,,3.50,,,,,6.75,32.00,233.75,,1.50,,4.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,International Mid-Alt Hybrid Maize Trial (White),KM9001IK,7,CHECK 2,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2674.4,,4.75,,,,,4.54,,61.65,5.85,25.29,107.93,5.74,,,,3.75,,,,,5.77,31.27,222.85,,1.25,,5.29,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Evt-Msr (White),KM9002IK,1,BAB 3 TZMSR W,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,1430.5,,7.25,,,,,6.50,,56.00,7.00,16.75,205.00,6.25,,,,3.75,,,,,7.25,24.25,118.75,,1.75,,7.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Evt-Msr (White),KM9002IK,2,ACR 87 TZMSR W,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,1939.7,,6.00,,,,,5.75,,58.25,6.25,17.75,225.00,6.75,,,,4.50,,,,,8.00,26.25,117.50,,2.00,,7.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Evt-Msr (White),KM9002IK,3,SYN A X B,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2521.6,,5.75,,,,,4.75,,56.50,4.50,23.25,208.75,4.50,,,,5.00,,,,,6.75,28.75,112.50,,1.50,,7.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Evt-Msr (White),KM9002IK,4,8535-23,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,3927.9,,5.00,,,,,2.25,,58.00,3.50,29.50,212.50,2.75,,,,3.00,,,,,6.50,32.50,118.75,,3.75,,3.75,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Evt-Msr (White),KM9002IK,5,CHECK 1,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,1988.2,,5.25,,,,,7.00,,62.25,5.75,22.50,252.50,4.50,,,,3.75,,,,,6.25,24.50,143.75,,2.00,,5.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Evt-Msr (White),KM9002IK,6,CHECK 2,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2958.0,,5.75,,,,,4.75,,59.50,4.50,20.75,223.75,3.75,,,,3.00,,,,,5.50,22.50,115.00,,1.75,,5.50,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,International Hybrid Maize Trial,K9201IB,1,8428-19,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1561.6,2.00,1.50,,,,,2.00,,50.75,5.00,18.00,87.50,4.25,,6.50,,3.00,,6.25,,4.75,,20.75,178.75,3.50,,,2.00,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,International Hybrid Maize Trial,K9201IB,2,8516-12,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1391.0,2.00,2.00,,,,,2.00,,60.75,4.25,18.50,78.75,3.25,,6.50,,2.75,,4.75,,6.00,,21.25,186.25,2.50,,,2.00,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,International Hybrid Maize Trial,K9201IB,3,8605-14,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1786.5,2.00,2.00,,,,,2.00,,55.75,4.25,20.00,71.25,4.75,,5.50,,2.75,,4.75,,5.00,,22.50,178.75,3.50,,,2.00,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,International Hybrid Maize Trial,K9201IB,4,8705-4,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,2113.7,2.00,3.50,,,,,2.00,,52.25,3.75,21.25,80.00,3.75,,5.25,,2.25,,4.50,,4.50,,24.00,173.75,3.00,,,2.00,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,International Hybrid Maize Trial,K9201IB,5,8705-6,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1574.0,2.00,6.00,,,,,2.00,,58.75,4.50,17.50,77.50,3.25,,5.75,,2.25,,5.25,,5.25,,20.25,172.50,3.50,,,2.00,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,International Hybrid Maize Trial,K9201IB,6,8766-12,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1697.2,2.00,1.50,,,,,2.00,,55.50,5.25,23.50,72.50,5.25,,6.25,,2.25,,6.25,,5.25,,25.50,158.75,3.25,,,2.00,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,International Hybrid Maize Trial,K9201IB,7,8505-5,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1640.0,2.00,2.00,,,,,2.00,,53.25,4.25,19.50,83.75,5.00,,5.25,,2.50,,6.00,,5.00,,23.00,176.25,4.25,,,2.00,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,International Hybrid Maize Trial,K9201IB,8,8805-6,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1259.4,2.00,2.00,,,,,2.00,,52.75,4.75,16.00,82.50,5.25,,5.25,,2.75,,4.75,,4.75,,19.00,176.25,3.50,,,2.00,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,International Hybrid Maize Trial,K9201IB,9,9021-18,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1520.2,2.00,3.50,,,,,2.25,,58.75,4.75,19.25,76.25,4.25,,5.50,,2.25,,6.75,,4.75,,22.00,170.00,3.25,,,2.00,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,International Hybrid Maize Trial,K9201IB,10,IKENNE 83 TZSR W-1,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1372.4,2.00,1.50,,,,,2.00,,61.25,5.25,19.75,81.25,3.75,,6.50,,2.00,,5.00,,5.50,,22.75,178.75,3.75,,,2.00,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,International Hybrid Maize Trial,K9201IB,11,CHECK 1,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1319.9,2.00,1.00,,,,,2.00,,59.00,5.00,19.25,95.00,3.75,,5.75,,2.25,,5.00,,5.25,,21.75,191.25,3.75,,,2.00,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,International Hybrid Maize Trial,K9201IB,12,CHECK 2,NIGERIA,IBADAN,0KG/HA,3.93,7.38,Forest/Transitional,1992,1143.7,2.00,1.50,,,,,2.00,,57.25,5.50,16.50,91.25,3.75,,6.50,,2.25,,5.25,,6.00,,19.00,192.50,3.50,,,2.00,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,International Hybrid Maize Trial (Yellow),K9202IB3,1,8522-2,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,3354.5,2.00,2.25,,,,,2.00,,60.00,4.15,,85.00,1.75,,3.00,,3.25,,2.50,23.45,3.25,,,187.50,2.25,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,International Hybrid Maize Trial (Yellow),K9202IB3,2,8644-27,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,3075.0,2.00,2.00,,,,,2.00,,59.25,3.45,,76.25,2.50,,2.75,,3.75,,3.00,24.10,2.00,,,171.25,2.75,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,International Hybrid Maize Trial (Yellow),K9202IB3,3,8644-31,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,4989.0,2.00,2.00,,,,,2.00,,59.00,2.45,,72.50,3.75,,3.25,,3.50,,3.00,22.63,2.50,,,152.50,2.50,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,International Hybrid Maize Trial (Yellow),K9202IB3,4,8644-32,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,4703.8,2.00,2.00,,,,,2.00,,58.00,3.30,,77.50,3.00,,3.00,,3.75,,3.00,22.40,2.50,,,166.25,2.50,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,International Hybrid Maize Trial (Yellow),K9202IB3,5,8425-8,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,4989.0,3.50,2.00,,,,,2.00,,57.25,3.10,,91.25,3.50,,4.25,,4.00,,2.75,21.28,3.00,,,178.75,2.75,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,International Hybrid Maize Trial (Yellow),K9202IB3,6,ACR 85 TZSR Y-1,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,4410.0,2.25,2.25,,,,,2.75,,59.50,4.15,,86.25,3.25,,3.25,,3.50,,3.00,23.80,2.50,,,197.50,2.25,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,International Hybrid Maize Trial (Yellow),K9202IB3,7,CHECK 1,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,5976.0,3.00,2.00,,,,,2.50,,52.00,4.45,,60.00,4.50,,4.50,,4.75,,4.00,38.43,4.00,,,136.25,5.25,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,International Hybrid Maize Trial (Yellow),K9202IB3,8,CHECK 2,NIGERIA,IBADAN,180KG/HA,3.93,7.38,Forest/Transitional,1992,5676.5,7.50,2.00,,,,,3.00,,48.25,4.18,,55.00,5.00,,5.75,,4.75,,3.75,38.90,5.75,,,131.25,5.50,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,International Mid-Alt Hybrid Maize Trial,KM9204RB,6,8532-23,NIGERIA,RUBONA,,30.10,0.33,Mid-Altitude,1992,5701.1,2.50,2.75,,,,,,,84.75,2.00,39.00,152.50,,,,,,,,0.68,,,37.25,283.75,0.25,,0.71,3.75,,0.75,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Late/Int. Stem Borer Variety Trial,M9913EGM,1,TZBR ELDANA1 C7 F2,NIGERIA,EGBEMA,,7.43,5.52,Forest/Transitional,1999,2081.1,,,,,,,,67.00,67.00,,29.00,52.00,,,,,2.90,,,,,2.60,36.00,136.00,12.00,,,2.50,,5.00,,,4.00,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Late/Int. Stem Borer Variety Trial,M9913EGM,2,TZBR ELDANA3 C2,NIGERIA,EGBEMA,,7.43,5.52,Forest/Transitional,1999,2573.0,,,,,,,,68.00,68.00,,28.00,63.00,,,,,3.00,,,,,2.40,36.00,151.00,11.00,,,2.30,,4.00,,,3.00,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Late/Int. Stem Borer Variety Trial,M9913EGM,3,TZBR SES1 C3 F2,NIGERIA,EGBEMA,,7.43,5.52,Forest/Transitional,1999,1577.2,,,,,,,,68.00,68.00,,25.00,58.00,,,,,3.00,,,,,2.80,35.00,133.00,15.00,,,2.80,,7.00,,,4.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Late/Int. Stem Borer Variety Trial,M9913EGM,4,TZBR SES3 C3 F2,NIGERIA,EGBEMA,,7.43,5.52,Forest/Transitional,1999,620.6,,,,,,,,70.00,70.00,,10.00,55.00,,,,,2.60,,,,,3.40,20.00,130.00,8.00,,,2.90,,4.00,,,4.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Late/Int. Stem Borer Variety Trial,M9913EGM,5,TZBR SYN W C1,NIGERIA,EGBEMA,,7.43,5.52,Forest/Transitional,1999,1880.0,,,,,,,,68.00,69.00,,27.00,57.00,,,,,2.90,,,,,2.80,36.00,143.00,15.00,,,2.50,,6.00,,,4.00,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Late/Int. Stem Borer Variety Trial,M9913EGM,6,TZBR SYN W C1,NIGERIA,EGBEMA,,7.43,5.52,Forest/Transitional,1999,1987.8,,,,,,,,68.00,69.00,,25.00,55.00,,,,,2.90,,,,,2.80,36.00,134.00,13.00,,,2.50,,5.00,,,4.00,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
